problem,algo,time,wfomc
kl4,inc,0.2521796440705657,"1070308532270085797664228598672839627845119667965486263048335786921629211368929708590733516643736843967082025172805916524390485747800573902867123165332528133193603936465775724471600320461217956705808697161181710836419631442043595372807749785732125974946719434168352370762374846657990272316420972046867394470700172905/43888992550349509466047490009497674160595141087458656560896015907649579054077383577321405596290902348906277802702976893959665470901957183225792829745965362396915989605680050116284721582335472197132100330098878361532751631431265351922342068003131649698083620772604076718737120590449149488485194416412164096"
kl5,inc,1.1779673751443624,"385148392066112800374217074999573141465872665877080534271307049277150069225831291226005902570522377038459913698116019021405787696441727915916511821302997405223107087349624584058143782575711533263303518759244819700806407071858095904213333051823622750834030553449263648634360656776564850799056319493837388433438005501766703518019981431354648999364023052691920323104677538152864881246392959552518972476363122068839362341749591642290224743124377764420219453251487598998058969975/147113795588441930455329382692157843805669753902935116660136415958572838842273144572087708990926882914028855363823730760977930723803403218076758605217942788785108236046241773972826054560405364970510592232506580814062338004022497504239586616339081296691761208578021281593595785844825282495837046140611930564597715399732763180118056153049484768681676000235040343854668718473916420360199894031059165965714142226989308953778440613557485554467848693045471481954304"
kl6,inc,5.95470735616982,"194671600388090884411186978971727230617132547393308837926786130506258574427248347438782209673346080648827360153367536797154767574085682471161890759714972808040598847059901491304171511958226111952885777601598837534274158915259304565821128676323892367287916065007354953383454393040632684621723430662930038548326459446786242037746980884062885823483794715575878133108351572942446942120624659514559732456761997623893140639221760710358207587823424580962876068118739806547427511330199147280032961612483262383327289217388623563052736467352196287987420959929207311549931695807865884018608364849567111335352056601366910788893886709377617098485428650697535935239716477144925/78137726104501213350632150360189611709458477832543019046403195146581228357552516392251892374172768076852798820423192419651282013471630078698267143661628156852932734731513843631778086503565136432159874291162496760871124789418033721665806436923088349540930789601250958679075515074671106499700316383010636267021145214863040553111349750833198240634996118603762233958620487774733076715885667448387222393600312996445708914381148774862834505555081757567779435776196583457658055318722938419981559752002250026919730736248119126126715320330276125867687381041396884074311732307117836681923377343821041523945229427900111688923036186165858464371847462912"
kl7,inc,28.900291418191046,"550493171166405315058990264431950180352356794554118173448504576362699851238379744358813655158499164872868579204860844291725666483492759511864654511161982051277804030702565174046825930384193474012727769298339331531016957893294670884031745038902158212140249013447085071333146197563341100048025340871562654511111323248266667544401884646187534487296597821291164608834503965200133184535002833151615296625284640779038207947535095105681034134428212791654493455177991101059579017060479047054646365484957487597167017332968976634828518147063195924276090475436564997271113700597817097912745315520736602213542769333127084542374914910344851369183083909074421867032515502718226777579283886506246551013383112453041917358865233302613186253045463414884658863965707868145171213777660164567531636079365568512860150717637694879577176750006142402069436988376574937554092017067831450745062203549419933433725/26936282863870959219866458879934342781983737891333012011936334921540192602323292416550438175483497646405323216485023789645575261289695754744576863763966846557897818720811355418674943342865161961365052370199406787951787363325332297571625257729648082645617733126469097011260358674257427250274030146421245328435111030132161853024995200268924872291219888006546817853326929187578938145989736039585470225152431687386198368821210457440374619734528746821727401518723341189081360938461104221706640986484373706678891975520580864162836168706566911321913091294679596620183539952760828611186748393091942010218111718653238954575167204606506793483504129873940271952324010004623346514854642935790365503386906663317741399755746006281426928877112773120470107509614791813952123885472941541063868213029900049799558395383220977099642880946629394832441221464936207843349424504832"
kl8,inc,136.73801660817116,"520744046232490006836898087715540294353539902201607442200063401688227589362748817786895659786602642206576962046609153181709297040439136007586190498734597485595663584668176875430767681703701916479637262806506344684750949204843110904050227988632872417695754062763590440556952889067514154014776436844444947525053955452012410133513923780084912930498829799553808652084346786665638698355420882808312052373943686457371760955260013512450087383609530328388448671695963872310839548815632796693294246389509999864527365399709606114345381991035441261063366011992244080195404354356530407066796067783242556110067521146212062409620517639254021677458317549433350570825010490831646996059906088143807155877635483260627221610678294654658949915795854371910991548888466530200647746201900345094110173740952308722520961695942234517130196709939702742058399542265227128211629093081176211808554509676406103681186948614033620458027405670443207206891856761103684114968390311109410225017465404455416942498819819347585256986965917528268195236013607398963845883343790933541851042885598742219105940082694964836395583430920356712968253106664970923105328321291931466012775/367844398908264142990036465664553756470978741336772183990252469985116790084866593143660130415713409183812212713134815009978075580954106609326754605023865883674688502213432220921150074550092018349759290665177215923859198271113837480218549232551336654543192696348989319391577493754099532532653061708913918693724812072925979619527783402590143217864230118594918311256550354638222066553754673117821805283150176087978666371342065227370190893325903897504206742238357235001049250676600379053905729968346291787626219959932588128528150549014819616728122147320182540486186992514760149266312633780466062945208742835556107233337251927230565848067267685259154599689475712193294065701952995385700304886514774956940880359650419712141153816545014851240646071985236336300956046527797456085029744006846598614886931105467635641416030446372224380766031818794682452680362981675349710112970764712139502422084623661664274059919326802325862611339522172394758789160142070200941944520596328434213879066950396848231860073324444761153579295034732145164444908931565185724241800315247098130310057213091052190150683027607485400743936"
kl9,inc,741.6930029201321,"664424879433098617744958601050104884579696668103151875601841403683815369648997398252387805023430262745588823745769361372765964730645616108392380102252341464169135788861440759904635214500053029088117909206058008092691124610599735253907879245407386772697788651496882863290135364950236198706187260743296293125990166296387202241058118066333952043905718947548867377484613360350076003700615768853355496594263490477489754982110113490135702608970798501407439169640743243509707812135653032889582106805850652174433250337047986248362095906751971569640335100600745691614037452155915777535469876573533708442958713198375953316311652045040610008900410321142694546704454557107394978021550792570104695795199794334721043403859750358293550507678538745008257812458896791311433951829253486658624769082174987808419789149461716415484204958358461873886881331449913589712688807736924754228401110142683182858397746363360433461058118159333148675862453217099231131682893148892962219639925857323378635701220964022664354415749277598994656364949943406539410289086889961712819366137586562406130460672097519627703756879750024415986308572394342046799350119368115312929854652412732617245033472547353569836690441707645719046093797801084177779927127773123541564927914221622523280498855353037756156491679881094830100254585143719625587154164610051324379929200991665083851667186657722031662225412574308862779253252886806708519717842831300210600760065067771633775/815079869129412390440429179736250916779162530374667538528452776556739373681504495031800868848855747923988616361096802441733246115003929694713008504403994479013507920553765012157346998139028124841801064754334807625914943910181994838553063533838632100854747826794707467882390402234537933433754188372955690131785193251764843688676444679184933786731718681983745349878293605363271453952597635638270127964990367178477142834235739778682023348395014000937464129668015034291854869825064286166378496007329606925821786761630337052081229777784503906592619067648912995530991640150834461258892963721337288853816242859287748361222475972295710745599776204226103170179210936416794942238200710698635687012413573782828642724393700676510349110765824054270419147410511953149999741680487152073308657222330726848795405061075381184337058148372000288807504390170390730250230996582247043079344988781660461300444249322439694858589266712130384429824032322032760437643401919279225965624519230445267998407074798554436543966772107706769794638996771072319227894602949942541420652953500977164638772136904626522780214708261480512589936656376705098838104239402705611666276438870035406080055476878146866284947213896651054693397363516083659073840629895610398909865875382899667075399628472620430101433812127495484724323932347539246262937956239053226519409512245054725768343796188955019336404403838663755418287734784"
kl4,ganak,0.021721315570175648,"768"
kl5,ganak,0.01343162078410387,"7680"
kl6,ganak,0.14034869661554694,"92160"
kl7,ganak,0.265447115059942,"1290240"
kl8,ganak,0.3970312620513141,"20643840"
kl9,ganak,0.7924421043135226,"371589120"
kl10,ganak,1.6278750146739185,"7431782400"
kl11,ganak,3.7496612831018865,"163499212800"
kl12,ganak,18.010809298139066,"3923981107200"
kl13,ganak,6568.021285220049,"102023508787200"
kl4,rec,0.0878505501896143,"1070308532270085797664228598672839627845119667965486263048335786921629211368929708590733516643736843967082025172805916524390485747800573902867123165332528133193603936465775724471600320461217956705808697161181710836419631442043595372807749785732125974946719434168352370762374846657990272316420972046867394470700172905/43888992550349509466047490009497674160595141087458656560896015907649579054077383577321405596290902348906277802702976893959665470901957183225792829745965362396915989605680050116284721582335472197132100330098878361532751631431265351922342068003131649698083620772604076718737120590449149488485194416412164096"
