problem,algo,time,wfomc
7_x3,inc2,21.72451011299927,"949057749319680000"
8_x3,inc2,446.06133867600147,"51300367581725982720000000"
23_x3,inc2,0.13038004299960448,"87584472294359040000"
29_x3,inc2,0.3284490369987907,"3766102179840000"
31_x3,inc2,0.06667686299988418,"399168000"
33_x3,inc2,2.898114204999729,"49047304484841062400000"
39_x3,inc2,0.09857983099936973,"7357095672726159360000"
42_x3,inc2,0.40954389499893296,"10022049832815820800000"
45_x3,inc2,0.3225162479975552,"2982752926433280000"
47_x3,inc2,0.04523683400111622,"36570358607118336000"
53_x3,inc2,1252.5202956070025,"106020759668900364288000000"
80_x3,inc2,0.11202183400018839,"877879296000"
82_x3,inc2,0.14819121099935728,"753220435968000"
96_x3,inc2,0.11277817700101878,"5690998849536000"
99_x3,inc2,0.052992756998719415,"3201186852864000"
102_x3,inc2,1126.3429325939978,"568865783808000"
130_x3,inc2,10064.020242429004,"2705953454860271616000000"
137_x3,inc2,0.22091391099820612,"566496366799914270720000"
149_x3,inc2,0.05754505799995968,"3420024505448398848000000"
175_x3,inc2,0.12404469600005541,"46225138155356160000"
231_x3,inc2,0.08538253699953202,"613704397366573793280000"
243_x3,inc2,0.03968656300276052,"51090942171709440000"
269_x3.,inc2,2.9755370450002374,"2452365224242053120000"
284_x3,inc2,0.047174748993711546,"465949392605990092800000"
292_x3,inc2,0.18719104600313585,"2259661307904000"
309_x3,inc2,0.11596025699691381,"186810624000"
29_x3,ganak,7389.777011673999,"3766102179840000"
31_x3,ganak,8.698839414006216,"399168000"
29_x3,ganak,7533.16906652601,"3766102179840000"
31_x3,ganak,8.732371785008581,"399168000"
45_x3,ganak,4903.406447558009,"2982752926433280000"
45_x3,ganak,4891.124811079004,"2982752926433280000"
102_x3,ganak,116.66126825899119,"568865783808000"
102_x3,ganak,118.33643058300368,"568865783808000"
292_x3,ganak,97.07467048501712,"2259661307904000"
309_x3,ganak,694.2968360900122,"186810624000"
292_x3,ganak,95.66674810499535,"2259661307904000"
309_x3,ganak,681.4060110560094,"186810624000"
31_x3,d4,1689.0240018300246,"399168000"
